"region","vaccine","year","coverage"
"Eastern & Southern Africa","hepbb","2009.0","0.0"
"Eastern & Southern Africa","hib3","2009.0","71.0"
"Eastern & Southern Africa","mcv1","2009.0","75.0"
"Eastern & Southern Africa","mcv2","2009.0","5.0"
"Eastern & Southern Africa","pcv3","2009.0","1.0"
"Eastern & Southern Africa","pol3","2009.0","75.0"
"Eastern & Southern Africa","rcv1","2009.0","0.0"
"Eastern & Southern Africa","rotac","2009.0","1.0"
"Eastern & Southern Africa","yfv","2009.0","2.0"
"Eastern Europe & Central Asia","bcg","2009.0","96.0"
"Eastern Europe & Central Asia","dtp1","2009.0","95.0"
"Eastern Europe & Central Asia","dtp3","2009.0","94.0"
"Eastern Europe & Central Asia","hepb3","2009.0","93.0"
"Eastern Europe & Central Asia","hepbb","2009.0","65.0"
"Eastern Europe & Central Asia","hib3","2009.0","51.0"
"Eastern Europe & Central Asia","mcv1","2009.0","95.0"
"Eastern Europe & Central Asia","mcv2","2009.0","83.0"
"Eastern Europe & Central Asia","pcv3","2009.0","21.0"
"Eastern Europe & Central Asia","pol3","2009.0","95.0"
"Eastern Europe & Central Asia","rcv1","2009.0","95.0"
"Eastern Europe & Central Asia","rotac","2009.0","0.0"
"Latin America & Caribbean","bcg","2009.0","97.0"
"Latin America & Caribbean","dtp1","2009.0","96.0"
"Latin America & Caribbean","dtp3","2009.0","94.0"
"Latin America & Caribbean","hepb3","2009.0","92.0"
"Latin America & Caribbean","hepbb","2009.0","44.0"
"Latin America & Caribbean","hib3","2009.0","92.0"
"Latin America & Caribbean","mcv1","2009.0","94.0"
"Latin America & Caribbean","mcv2","2009.0","60.0"
"Latin America & Caribbean","pcv3","2009.0","11.0"
"Latin America & Caribbean","pol3","2009.0","93.0"
"Latin America & Caribbean","rcv1","2009.0","94.0"
"Latin America & Caribbean","rotac","2009.0","62.0"
"Latin America & Caribbean","yfv","2009.0","44.0"
"Middle East & North Africa","bcg","2009.0","94.0"
"Middle East & North Africa","dtp1","2009.0","95.0"
"Middle East & North Africa","dtp3","2009.0","92.0"
"Middle East & North Africa","hepb3","2009.0","92.0"
"Middle East & North Africa","hepbb","2009.0","45.0"
"Middle East & North Africa","hib3","2009.0","44.0"
"Middle East & North Africa","mcv1","2009.0","91.0"
"Middle East & North Africa","mcv2","2009.0","82.0"
"Middle East & North Africa","pcv3","2009.0","8.0"
"Middle East & North Africa","pol3","2009.0","92.0"
"Middle East & North Africa","rcv1","2009.0","68.0"
"Middle East & North Africa","rotac","2009.0","0.0"
"North America","dtp1","2009.0","98.0"
"North America","dtp3","2009.0","95.0"
"North America","hepb3","2009.0","88.0"
"North America","hepbb","2009.0","56.0"
"North America","hib3","2009.0","85.0"
"North America","mcv1","2009.0","90.0"
"North America","mcv2","2009.0","81.0"
"North America","pcv3","2009.0","89.0"
"North America","pol3","2009.0","93.0"
"North America","rcv1","2009.0","90.0"
"North America","rotac","2009.0","40.0"
"South Asia","bcg","2009.0","86.0"
"South Asia","dtp1","2009.0","83.0"
"South Asia","dtp3","2009.0","73.0"
"South Asia","hepb3","2009.0","47.0"
"South Asia","hepbb","2009.0","6.0"
"South Asia","hib3","2009.0","18.0"
"South Asia","mcv1","2009.0","76.0"
"South Asia","mcv2","2009.0","6.0"
"South Asia","pcv3","2009.0","0.0"
"South Asia","pol3","2009.0","72.0"
"South Asia","rcv1","2009.0","1.0"
"South Asia","rotac","2009.0","0.0"
"West & Central Africa","bcg","2009.0","83.0"
"West & Central Africa","dtp1","2009.0","80.0"
"West & Central Africa","dtp3","2009.0","70.0"
"West & Central Africa","hepb3","2009.0","70.0"
"West & Central Africa","hepbb","2009.0","0.0"
"West & Central Africa","hib3","2009.0","45.0"
"West & Central Africa","mcv1","2009.0","69.0"
"West & Central Africa","mcv2","2009.0","0.0"
"West & Central Africa","pcv3","2009.0","0.0"
"West & Central Africa","pol3","2009.0","72.0"
"West & Central Africa","rcv1","2009.0","0.0"
"West & Central Africa","rotac","2009.0","0.0"
"West & Central Africa","yfv","2009.0","68.0"
"Western Europe","bcg","2009.0","83.0"
"Western Europe","dtp1","2009.0","98.0"
"Western Europe","dtp3","2009.0","96.0"
"Western Europe","hepb3","2009.0","59.0"
"Western Europe","hepbb","2009.0","10.0"
"Western Europe","hib3","2009.0","95.0"
"Western Europe","mcv1","2009.0","93.0"
"Western Europe","mcv2","2009.0","62.0"
"Western Europe","pcv3","2009.0","27.0"
"Western Europe","pol3","2009.0","96.0"
"Western Europe","rcv1","2009.0","93.0"
"Western Europe","rotac","2009.0","1.0"
"Global","bcg","2008.0","88.0"
"Global","dtp1","2008.0","88.0"
"Global","dtp3","2008.0","81.0"
"Global","hepb3","2008.0","69.0"
"Global","hepbb","2008.0","26.0"
"Global","hib3","2008.0","28.0"
"Global","mcv1","2008.0","81.0"
"Global","mcv2","2008.0","38.0"
"Global","pcv3","2008.0","4.0"
"Global","pol3","2008.0","82.0"
"Global","rcv1","2008.0","25.0"
"Global","rotac","2008.0","4.0"
"Global","yfv","2008.0","38.0"
"East Asia & Pacific","bcg","2008.0","93.0"
"East Asia & Pacific","dtp1","2008.0","96.0"
"East Asia & Pacific","dtp3","2008.0","92.0"
"East Asia & Pacific","hepb3","2008.0","88.0"
"East Asia & Pacific","hepbb","2008.0","56.0"
"East Asia & Pacific","hib3","2008.0","3.0"
"East Asia & Pacific","mcv1","2008.0","92.0"
"East Asia & Pacific","mcv2","2008.0","79.0"
"East Asia & Pacific","pcv3","2008.0","1.0"
"East Asia & Pacific","pol3","2008.0","94.0"
"East Asia & Pacific","rcv1","2008.0","10.0"
"East Asia & Pacific","rotac","2008.0","1.0"
"Eastern & Southern Africa","bcg","2008.0","84.0"
"Eastern & Southern Africa","dtp1","2008.0","85.0"
"Eastern & Southern Africa","dtp3","2008.0","73.0"
"Eastern & Southern Africa","hepb3","2008.0","71.0"
"Eastern & Southern Africa","hepbb","2008.0","0.0"
"Eastern & Southern Africa","hib3","2008.0","55.0"
"Eastern & Southern Africa","mcv1","2008.0","72.0"
"Eastern & Southern Africa","mcv2","2008.0","5.0"
"Eastern & Southern Africa","pcv3","2008.0","0.0"
"Eastern & Southern Africa","pol3","2008.0","75.0"
"Eastern & Southern Africa","rcv1","2008.0","0.0"
"Eastern & Southern Africa","rotac","2008.0","0.0"
"Eastern & Southern Africa","yfv","2008.0","3.0"
"Eastern Europe & Central Asia","bcg","2008.0","96.0"
"Eastern Europe & Central Asia","dtp1","2008.0","97.0"
"Eastern Europe & Central Asia","dtp3","2008.0","96.0"
"Eastern Europe & Central Asia","hepb3","2008.0","93.0"
"Eastern Europe & Central Asia","hepbb","2008.0","66.0"
"Eastern Europe & Central Asia","hib3","2008.0","36.0"
"Eastern Europe & Central Asia","mcv1","2008.0","97.0"
"Eastern Europe & Central Asia","mcv2","2008.0","87.0"
"Eastern Europe & Central Asia","pcv3","2008.0","0.0"
"Eastern Europe & Central Asia","pol3","2008.0","96.0"
"Eastern Europe & Central Asia","rcv1","2008.0","93.0"
"Eastern Europe & Central Asia","rotac","2008.0","0.0"
"Latin America & Caribbean","bcg","2008.0","97.0"
"Latin America & Caribbean","dtp1","2008.0","97.0"
"Latin America & Caribbean","dtp3","2008.0","92.0"
"Latin America & Caribbean","hepb3","2008.0","90.0"
"Latin America & Caribbean","hepbb","2008.0","45.0"
"Latin America & Caribbean","hib3","2008.0","90.0"
"Latin America & Caribbean","mcv1","2008.0","95.0"
"Latin America & Caribbean","mcv2","2008.0","55.0"
"Latin America & Caribbean","pcv3","2008.0","3.0"
"Latin America & Caribbean","pol3","2008.0","94.0"
"Latin America & Caribbean","rcv1","2008.0","95.0"
"Latin America & Caribbean","rotac","2008.0","42.0"
"Latin America & Caribbean","yfv","2008.0","51.0"
"Middle East & North Africa","bcg","2008.0","93.0"
"Middle East & North Africa","dtp1","2008.0","94.0"
"Middle East & North Africa","dtp3","2008.0","91.0"
"Middle East & North Africa","hepb3","2008.0","91.0"
"Middle East & North Africa","hepbb","2008.0","48.0"
"Middle East & North Africa","hib3","2008.0","44.0"
"Middle East & North Africa","mcv1","2008.0","89.0"
"Middle East & North Africa","mcv2","2008.0","79.0"
"Middle East & North Africa","pcv3","2008.0","1.0"
"Middle East & North Africa","pol3","2008.0","92.0"
"Middle East & North Africa","rcv1","2008.0","66.0"
"Middle East & North Africa","rotac","2008.0","0.0"
"North America","dtp1","2008.0","99.0"
"North America","dtp3","2008.0","96.0"
"North America","hepb3","2008.0","89.0"
"North America","hepbb","2008.0","50.0"
"North America","hib3","2008.0","91.0"
"North America","mcv1","2008.0","92.0"
"North America","mcv2","2008.0","80.0"
"North America","pcv3","2008.0","89.0"
"North America","pol3","2008.0","94.0"
"North America","rcv1","2008.0","92.0"
"North America","rotac","2008.0","0.0"
"South Asia","bcg","2008.0","85.0"
"South Asia","dtp1","2008.0","81.0"
"South Asia","dtp3","2008.0","70.0"
"South Asia","hepb3","2008.0","41.0"
"South Asia","hepbb","2008.0","6.0"
"South Asia","hib3","2008.0","0.0"
"South Asia","mcv1","2008.0","72.0"
"South Asia","mcv2","2008.0","2.0"
"South Asia","pcv3","2008.0","0.0"
"South Asia","pol3","2008.0","70.0"
"South Asia","rcv1","2008.0","1.0"
"South Asia","rotac","2008.0","0.0"
"West & Central Africa","bcg","2008.0","77.0"
"West & Central Africa","dtp1","2008.0","74.0"
"West & Central Africa","dtp3","2008.0","65.0"
"West & Central Africa","hepb3","2008.0","55.0"
"West & Central Africa","hepbb","2008.0","0.0"
"West & Central Africa","hib3","2008.0","18.0"
"West & Central Africa","mcv1","2008.0","63.0"
"West & Central Africa","mcv2","2008.0","0.0"
"West & Central Africa","pcv3","2008.0","0.0"
"West & Central Africa","pol3","2008.0","67.0"
"West & Central Africa","rcv1","2008.0","0.0"
"West & Central Africa","rotac","2008.0","0.0"
"West & Central Africa","yfv","2008.0","58.0"
"Western Europe","bcg","2008.0","84.0"
"Western Europe","dtp1","2008.0","98.0"
"Western Europe","dtp3","2008.0","96.0"
"Western Europe","hepb3","2008.0","59.0"
"Western Europe","hepbb","2008.0","10.0"
"Western Europe","hib3","2008.0","95.0"
"Western Europe","mcv1","2008.0","93.0"
"Western Europe","mcv2","2008.0","62.0"
"Western Europe","pcv3","2008.0","18.0"
"Western Europe","pol3","2008.0","96.0"
"Western Europe","rcv1","2008.0","93.0"
"Western Europe","rotac","2008.0","1.0"
"Global","bcg","2007.0","87.0"
"Global","dtp1","2007.0","88.0"
"Global","dtp3","2007.0","79.0"
"Global","hepb3","2007.0","63.0"
"Global","hepbb","2007.0","23.0"
"Global","hib3","2007.0","25.0"
"Global","mcv1","2007.0","80.0"
"Global","mcv2","2007.0","36.0"
"Global","pol3","2007.0","80.0"
"Global","rcv1","2007.0","26.0"
"Global","rotac","2007.0","2.0"
"Global","yfv","2007.0","39.0"
"East Asia & Pacific","bcg","2007.0","92.0"
"East Asia & Pacific","dtp1","2007.0","95.0"
"East Asia & Pacific","dtp3","2007.0","89.0"
"East Asia & Pacific","hepb3","2007.0","84.0"
"East Asia & Pacific","hepbb","2007.0","52.0"
"East Asia & Pacific","hib3","2007.0","3.0"
"East Asia & Pacific","mcv1","2007.0","90.0"
"East Asia & Pacific","mcv2","2007.0","69.0"
"East Asia & Pacific","pol3","2007.0","90.0"
"East Asia & Pacific","rcv1","2007.0","10.0"
"East Asia & Pacific","rotac","2007.0","0.0"
"Eastern & Southern Africa","bcg","2007.0","82.0"
"Eastern & Southern Africa","dtp1","2007.0","85.0"
"Eastern & Southern Africa","dtp3","2007.0","72.0"
"Eastern & Southern Africa","hepb3","2007.0","69.0"
"Eastern & Southern Africa","hepbb","2007.0","0.0"
"Eastern & Southern Africa","hib3","2007.0","41.0"
"Eastern & Southern Africa","mcv1","2007.0","72.0"
"Eastern & Southern Africa","mcv2","2007.0","4.0"
"Eastern & Southern Africa","pol3","2007.0","74.0"
"Eastern & Southern Africa","rcv1","2007.0","0.0"
"Eastern & Southern Africa","rotac","2007.0","0.0"
"Eastern & Southern Africa","yfv","2007.0","4.0"
"Eastern Europe & Central Asia","bcg","2007.0","96.0"
"Eastern Europe & Central Asia","dtp1","2007.0","98.0"
"Eastern Europe & Central Asia","dtp3","2007.0","96.0"
"Eastern Europe & Central Asia","hepb3","2007.0","95.0"
"Eastern Europe & Central Asia","hepbb","2007.0","66.0"
"Eastern Europe & Central Asia","hib3","2007.0","24.0"
"Eastern Europe & Central Asia","mcv1","2007.0","97.0"
"Eastern Europe & Central Asia","mcv2","2007.0","90.0"
"Eastern Europe & Central Asia","pol3","2007.0","96.0"
"Eastern Europe & Central Asia","rcv1","2007.0","93.0"
"Eastern Europe & Central Asia","rotac","2007.0","0.0"
"Latin America & Caribbean","bcg","2007.0","96.0"
"Latin America & Caribbean","dtp1","2007.0","95.0"
"Latin America & Caribbean","dtp3","2007.0","93.0"
"Latin America & Caribbean","hepb3","2007.0","90.0"
"Latin America & Caribbean","hepbb","2007.0","44.0"
"Latin America & Caribbean","hib3","2007.0","91.0"
"Latin America & Caribbean","mcv1","2007.0","94.0"
"Latin America & Caribbean","mcv2","2007.0","52.0"
"Latin America & Caribbean","pol3","2007.0","93.0"
"Latin America & Caribbean","rcv1","2007.0","92.0"
"Latin America & Caribbean","rotac","2007.0","27.0"
"Latin America & Caribbean","yfv","2007.0","52.0"
"Middle East & North Africa","bcg","2007.0","94.0"
"Middle East & North Africa","dtp1","2007.0","93.0"
"Middle East & North Africa","dtp3","2007.0","90.0"
"Middle East & North Africa","hepb3","2007.0","89.0"
"Middle East & North Africa","hepbb","2007.0","48.0"
"Middle East & North Africa","hib3","2007.0","35.0"
"Middle East & North Africa","mcv1","2007.0","89.0"
"Middle East & North Africa","mcv2","2007.0","85.0"
"Middle East & North Africa","pol3","2007.0","92.0"
"Middle East & North Africa","rcv1","2007.0","72.0"
"Middle East & North Africa","rotac","2007.0","0.0"
"North America","dtp1","2007.0","99.0"
"North America","dtp3","2007.0","96.0"
"North America","hepb3","2007.0","87.0"
"North America","hepbb","2007.0","49.0"
"North America","hib3","2007.0","93.0"
"North America","mcv1","2007.0","92.0"
"North America","mcv2","2007.0","79.0"
"North America","pol3","2007.0","93.0"
"North America","rcv1","2007.0","92.0"
"North America","rotac","2007.0","0.0"
"South Asia","bcg","2007.0","86.0"
"South Asia","dtp1","2007.0","81.0"
"South Asia","dtp3","2007.0","66.0"
"South Asia","hepb3","2007.0","24.0"
"South Asia","hepbb","2007.0","0.0"
"South Asia","hib3","2007.0","0.0"
"South Asia","mcv1","2007.0","70.0"
"South Asia","mcv2","2007.0","1.0"
"South Asia","pol3","2007.0","68.0"
"South Asia","rcv1","2007.0","1.0"
"South Asia","rotac","2007.0","0.0"
"West & Central Africa","bcg","2007.0","72.0"
"West & Central Africa","dtp1","2007.0","71.0"
"West & Central Africa","dtp3","2007.0","61.0"
"West & Central Africa","hepb3","2007.0","55.0"
"West & Central Africa","hepbb","2007.0","0.0"
"West & Central Africa","hib3","2007.0","16.0"
"West & Central Africa","mcv1","2007.0","59.0"
"West & Central Africa","mcv2","2007.0","0.0"
"West & Central Africa","pol3","2007.0","66.0"
"West & Central Africa","rcv1","2007.0","0.0"
"West & Central Africa","rotac","2007.0","0.0"
"West & Central Africa","yfv","2007.0","59.0"
"Western Europe","bcg","2007.0","81.0"
"Western Europe","dtp1","2007.0","98.0"
"Western Europe","dtp3","2007.0","96.0"
"Western Europe","hepb3","2007.0","58.0"
"Western Europe","hepbb","2007.0","10.0"
"Western Europe","hib3","2007.0","94.0"
"Western Europe","mcv1","2007.0","93.0"
"Western Europe","mcv2","2007.0","62.0"
"Western Europe","pol3","2007.0","96.0"
"Western Europe","rcv1","2007.0","93.0"
"Western Europe","rotac","2007.0","0.0"
"Global","bcg","2006.0","86.0"
"Global","dtp1","2006.0","87.0"
"Global","dtp3","2006.0","78.0"
"Global","hepb3","2006.0","58.0"
"Global","hepbb","2006.0","23.0"
"Global","hib3","2006.0","21.0"
"Global","mcv1","2006.0","79.0"
"Global","mcv2","2006.0","35.0"
"Global","pol3","2006.0","79.0"
"Global","rcv1","2006.0","26.0"
"Global","rotac","2006.0","1.0"
"Global","yfv","2006.0","36.0"
"East Asia & Pacific","bcg","2006.0","91.0"
"East Asia & Pacific","dtp1","2006.0","95.0"
"East Asia & Pacific","dtp3","2006.0","89.0"
"East Asia & Pacific","hepb3","2006.0","82.0"
"East Asia & Pacific","hepbb","2006.0","51.0"
"East Asia & Pacific","hib3","2006.0","3.0"
"East Asia & Pacific","mcv1","2006.0","90.0"
"East Asia & Pacific","mcv2","2006.0","66.0"
"East Asia & Pacific","pol3","2006.0","90.0"
"East Asia & Pacific","rcv1","2006.0","10.0"
"East Asia & Pacific","rotac","2006.0","0.0"
"Eastern & Southern Africa","bcg","2006.0","80.0"
"Eastern & Southern Africa","dtp1","2006.0","82.0"
"Eastern & Southern Africa","dtp3","2006.0","69.0"
"Eastern & Southern Africa","hepb3","2006.0","56.0"
"Eastern & Southern Africa","hepbb","2006.0","0.0"
"Eastern & Southern Africa","hib3","2006.0","29.0"
"Eastern & Southern Africa","mcv1","2006.0","67.0"
"Eastern & Southern Africa","mcv2","2006.0","5.0"
"Eastern & Southern Africa","pol3","2006.0","70.0"
"Eastern & Southern Africa","rcv1","2006.0","0.0"
"Eastern & Southern Africa","rotac","2006.0","0.0"
"Eastern & Southern Africa","yfv","2006.0","2.0"
"Eastern Europe & Central Asia","bcg","2006.0","95.0"
"Eastern Europe & Central Asia","dtp1","2006.0","96.0"
"Eastern Europe & Central Asia","dtp3","2006.0","94.0"
"Eastern Europe & Central Asia","hepb3","2006.0","91.0"
"Eastern Europe & Central Asia","hepbb","2006.0","67.0"
"Eastern Europe & Central Asia","hib3","2006.0","3.0"
"Eastern Europe & Central Asia","mcv1","2006.0","96.0"
"Eastern Europe & Central Asia","mcv2","2006.0","89.0"
"Eastern Europe & Central Asia","pol3","2006.0","94.0"
"Eastern Europe & Central Asia","rcv1","2006.0","92.0"
"Eastern Europe & Central Asia","rotac","2006.0","0.0"
"Latin America & Caribbean","bcg","2006.0","96.0"
"Latin America & Caribbean","dtp1","2006.0","96.0"
"Latin America & Caribbean","dtp3","2006.0","93.0"
"Latin America & Caribbean","hepb3","2006.0","91.0"
"Latin America & Caribbean","hepbb","2006.0","43.0"
"Latin America & Caribbean","hib3","2006.0","91.0"
"Latin America & Caribbean","mcv1","2006.0","94.0"
"Latin America & Caribbean","mcv2","2006.0","54.0"
"Latin America & Caribbean","pol3","2006.0","94.0"
"Latin America & Caribbean","rcv1","2006.0","93.0"
"Latin America & Caribbean","rotac","2006.0","15.0"
"Latin America & Caribbean","yfv","2006.0","52.0"
"Middle East & North Africa","bcg","2006.0","94.0"
"Middle East & North Africa","dtp1","2006.0","94.0"
"Middle East & North Africa","dtp3","2006.0","90.0"
"Middle East & North Africa","hepb3","2006.0","89.0"
"Middle East & North Africa","hepbb","2006.0","45.0"
"Middle East & North Africa","hib3","2006.0","26.0"
"Middle East & North Africa","mcv1","2006.0","89.0"
"Middle East & North Africa","mcv2","2006.0","83.0"
"Middle East & North Africa","pol3","2006.0","91.0"
"Middle East & North Africa","rcv1","2006.0","71.0"
"Middle East & North Africa","rotac","2006.0","0.0"
"North America","dtp1","2006.0","99.0"
"North America","dtp3","2006.0","96.0"
"North America","hepb3","2006.0","87.0"
"North America","hepbb","2006.0","46.0"
"North America","hib3","2006.0","93.0"
"North America","mcv1","2006.0","92.0"
"North America","mcv2","2006.0","79.0"
"North America","pol3","2006.0","93.0"
"North America","rcv1","2006.0","92.0"
"North America","rotac","2006.0","0.0"
"South Asia","bcg","2006.0","85.0"
"South Asia","dtp1","2006.0","81.0"
"South Asia","dtp3","2006.0","67.0"
"South Asia","hepb3","2006.0","22.0"
"South Asia","hepbb","2006.0","0.0"
"South Asia","hib3","2006.0","0.0"
"South Asia","mcv1","2006.0","69.0"
"South Asia","mcv2","2006.0","1.0"
"South Asia","pol3","2006.0","68.0"
"South Asia","rcv1","2006.0","1.0"
"South Asia","rotac","2006.0","0.0"
"West & Central Africa","bcg","2006.0","70.0"
"West & Central Africa","dtp1","2006.0","68.0"
"West & Central Africa","dtp3","2006.0","58.0"
"West & Central Africa","hepb3","2006.0","34.0"
"West & Central Africa","hepbb","2006.0","0.0"
"West & Central Africa","hib3","2006.0","12.0"
"West & Central Africa","mcv1","2006.0","58.0"
"West & Central Africa","mcv2","2006.0","0.0"
"West & Central Africa","pol3","2006.0","61.0"
"West & Central Africa","rcv1","2006.0","0.0"
"West & Central Africa","rotac","2006.0","0.0"
"West & Central Africa","yfv","2006.0","54.0"
"Western Europe","bcg","2006.0","84.0"
"Western Europe","dtp1","2006.0","98.0"
"Western Europe","dtp3","2006.0","96.0"
"Western Europe","hepb3","2006.0","58.0"
"Western Europe","hepbb","2006.0","10.0"
"Western Europe","hib3","2006.0","90.0"
"Western Europe","mcv1","2006.0","92.0"
"Western Europe","mcv2","2006.0","61.0"
"Western Europe","pol3","2006.0","96.0"
"Western Europe","rcv1","2006.0","92.0"
"Western Europe","rotac","2006.0","0.0"
"Global","bcg","2005.0","85.0"
"Global","dtp1","2005.0","86.0"
"Global","dtp3","2005.0","77.0"
"Global","hepb3","2005.0","54.0"
"Global","hepbb","2005.0","23.0"
"Global","hib3","2005.0","20.0"
"Global","mcv1","2005.0","77.0"
"Global","mcv2","2005.0","33.0"
"Global","pol3","2005.0","78.0"
"Global","rcv1","2005.0","24.0"
"Global","yfv","2005.0","32.0"
"East Asia & Pacific","bcg","2005.0","87.0"
"East Asia & Pacific","dtp1","2005.0","92.0"
"East Asia & Pacific","dtp3","2005.0","85.0"
"East Asia & Pacific","hepb3","2005.0","75.0"
"East Asia & Pacific","hepbb","2005.0","50.0"
"East Asia & Pacific","hib3","2005.0","2.0"
"East Asia & Pacific","mcv1","2005.0","86.0"
"East Asia & Pacific","mcv2","2005.0","57.0"
"East Asia & Pacific","pol3","2005.0","87.0"
"East Asia & Pacific","rcv1","2005.0","10.0"
"Eastern & Southern Africa","bcg","2005.0","79.0"
"Eastern & Southern Africa","dtp1","2005.0","80.0"
"Eastern & Southern Africa","dtp3","2005.0","68.0"
"Eastern & Southern Africa","hepb3","2005.0","51.0"
"Eastern & Southern Africa","hepbb","2005.0","0.0"
"Eastern & Southern Africa","hib3","2005.0","28.0"
"Eastern & Southern Africa","mcv1","2005.0","64.0"
"Eastern & Southern Africa","mcv2","2005.0","4.0"
"Eastern & Southern Africa","pol3","2005.0","68.0"
"Eastern & Southern Africa","rcv1","2005.0","0.0"
"Eastern & Southern Africa","yfv","2005.0","2.0"
"Eastern Europe & Central Asia","bcg","2005.0","93.0"
"Eastern Europe & Central Asia","dtp1","2005.0","96.0"
"Eastern Europe & Central Asia","dtp3","2005.0","95.0"
"Eastern Europe & Central Asia","hepb3","2005.0","91.0"
"Eastern Europe & Central Asia","hepbb","2005.0","68.0"
"Eastern Europe & Central Asia","hib3","2005.0","1.0"
"Eastern Europe & Central Asia","mcv1","2005.0","95.0"
"Eastern Europe & Central Asia","mcv2","2005.0","94.0"
"Eastern Europe & Central Asia","pol3","2005.0","95.0"
"Eastern Europe & Central Asia","rcv1","2005.0","58.0"
"Latin America & Caribbean","bcg","2005.0","97.0"
"Latin America & Caribbean","dtp1","2005.0","97.0"
"Latin America & Caribbean","dtp3","2005.0","94.0"
"Latin America & Caribbean","hepb3","2005.0","90.0"
"Latin America & Caribbean","hepbb","2005.0","43.0"
"Latin America & Caribbean","hib3","2005.0","92.0"
"Latin America & Caribbean","mcv1","2005.0","93.0"
"Latin America & Caribbean","mcv2","2005.0","55.0"
"Latin America & Caribbean","pol3","2005.0","92.0"
"Latin America & Caribbean","rcv1","2005.0","91.0"
"Latin America & Caribbean","yfv","2005.0","40.0"
"Middle East & North Africa","bcg","2005.0","93.0"
"Middle East & North Africa","dtp1","2005.0","94.0"
"Middle East & North Africa","dtp3","2005.0","90.0"
"Middle East & North Africa","hepb3","2005.0","89.0"
"Middle East & North Africa","hepbb","2005.0","46.0"
"Middle East & North Africa","hib3","2005.0","25.0"
"Middle East & North Africa","mcv1","2005.0","89.0"
"Middle East & North Africa","mcv2","2005.0","83.0"
"Middle East & North Africa","pol3","2005.0","90.0"
"Middle East & North Africa","rcv1","2005.0","72.0"
"North America","dtp1","2005.0","99.0"
"North America","dtp3","2005.0","96.0"
"North America","hepb3","2005.0","87.0"
"North America","hepbb","2005.0","46.0"
"North America","hib3","2005.0","94.0"
"North America","mcv1","2005.0","92.0"
"North America","mcv2","2005.0","79.0"
"North America","pol3","2005.0","92.0"
"North America","rcv1","2005.0","92.0"
"South Asia","bcg","2005.0","85.0"
"South Asia","dtp1","2005.0","82.0"
"South Asia","dtp3","2005.0","68.0"
"South Asia","hepb3","2005.0","20.0"
"South Asia","hepbb","2005.0","0.0"
"South Asia","hib3","2005.0","0.0"
"South Asia","mcv1","2005.0","69.0"
"South Asia","mcv2","2005.0","1.0"
"South Asia","pol3","2005.0","68.0"
"South Asia","rcv1","2005.0","1.0"
"West & Central Africa","bcg","2005.0","68.0"
"West & Central Africa","dtp1","2005.0","66.0"
"West & Central Africa","dtp3","2005.0","55.0"
"West & Central Africa","hepb3","2005.0","26.0"
"West & Central Africa","hepbb","2005.0","0.0"
"West & Central Africa","hib3","2005.0","6.0"
"West & Central Africa","mcv1","2005.0","56.0"
"West & Central Africa","mcv2","2005.0","0.0"
"West & Central Africa","pol3","2005.0","60.0"
"West & Central Africa","rcv1","2005.0","0.0"
"West & Central Africa","yfv","2005.0","49.0"
"Western Europe","bcg","2005.0","83.0"
"Western Europe","dtp1","2005.0","98.0"
"Western Europe","dtp3","2005.0","95.0"
"Western Europe","hepb3","2005.0","57.0"
"Western Europe","hepbb","2005.0","10.0"
"Western Europe","hib3","2005.0","88.0"
"Western Europe","mcv1","2005.0","91.0"
"Western Europe","mcv2","2005.0","58.0"
"Western Europe","pol3","2005.0","96.0"
"Western Europe","rcv1","2005.0","91.0"
"Global","bcg","2004.0","83.0"
"Global","dtp1","2004.0","85.0"
"Global","dtp3","2004.0","76.0"
"Global","hepb3","2004.0","49.0"
"Global","hepbb","2004.0","21.0"
"Global","hib3","2004.0","19.0"
"Global","mcv1","2004.0","76.0"
"Global","mcv2","2004.0","22.0"
"Global","pol3","2004.0","76.0"
"Global","rcv1","2004.0","24.0"
"Global","yfv","2004.0","25.0"
"East Asia & Pacific","bcg","2004.0","87.0"
"East Asia & Pacific","dtp1","2004.0","93.0"
"East Asia & Pacific","dtp3","2004.0","85.0"
"East Asia & Pacific","hepb3","2004.0","71.0"
"East Asia & Pacific","hepbb","2004.0","44.0"
"East Asia & Pacific","hib3","2004.0","2.0"
"East Asia & Pacific","mcv1","2004.0","86.0"
"East Asia & Pacific","mcv2","2004.0","10.0"
"East Asia & Pacific","pol3","2004.0","87.0"
"East Asia & Pacific","rcv1","2004.0","10.0"
"Eastern & Southern Africa","bcg","2004.0","77.0"
"Eastern & Southern Africa","dtp1","2004.0","80.0"
"Eastern & Southern Africa","dtp3","2004.0","66.0"
"Eastern & Southern Africa","hepb3","2004.0","45.0"
"Eastern & Southern Africa","hepbb","2004.0","0.0"
"Eastern & Southern Africa","hib3","2004.0","27.0"
"Eastern & Southern Africa","mcv1","2004.0","65.0"
"Eastern & Southern Africa","mcv2","2004.0","4.0"
"Eastern & Southern Africa","pol3","2004.0","68.0"
"Eastern & Southern Africa","rcv1","2004.0","0.0"
"Eastern & Southern Africa","yfv","2004.0","3.0"
"Eastern Europe & Central Asia","bcg","2004.0","92.0"
"Eastern Europe & Central Asia","dtp1","2004.0","93.0"
"Eastern Europe & Central Asia","dtp3","2004.0","92.0"
"Eastern Europe & Central Asia","hepb3","2004.0","88.0"
